"icd10cm","icd10cm_str","phecode","phecode_str","exclude_range","exclude_name","leaf","rollup"
"G31.09","Other frontotemporal dementia","290.12","Dementia with cerebral degenerations","290-292.99","mental disorders","1","1"
"G31.83","Dementia with Lewy bodies","290.12","Dementia with cerebral degenerations","290-292.99","mental disorders","1","1"
"G31.01","Pick's disease","290.12","Dementia with cerebral degenerations","290-292.99","mental disorders","1","1"
"E05.21","Thyrotoxicosis with toxic multinodular goiter with thyrotoxic crisis or storm","242.2","Toxic multinodular goiter","240-246.99","endocrine/metabolic","1","1"
"E05.2","Thyrotoxicosis with toxic multinodular goiter","242.2","Toxic multinodular goiter","240-246.99","endocrine/metabolic","1","1"
"E05.20","Thyrotoxicosis with toxic multinodular goiter without thyrotoxic crisis or storm","242.2","Toxic multinodular goiter","240-246.99","endocrine/metabolic","1","1"
"I72.9","Aneurysm of unspecified site","442","Other aneurysm","440-449.99","circulatory system","0","1"
"I72","Other aneurysm","442","Other aneurysm","440-449.99","circulatory system","0","1"
"R13","Aphagia and dysphagia","532","Dysphagia","530-530.99, 532-532.","digestive","1","1"
"R13.19","Other dysphagia","532","Dysphagia","530-530.99, 532-532.","digestive","1","1"
"R13.1","Dysphagia","532","Dysphagia","530-530.99, 532-532.","digestive","1","1"
"R13.12","Dysphagia, oropharyngeal phase","532","Dysphagia","530-530.99, 532-532.","digestive","1","1"
"R13.10","Dysphagia, unspecified","532","Dysphagia","530-530.99, 532-532.","digestive","1","1"
"R13.14","Dysphagia, pharyngoesophageal phase","532","Dysphagia","530-530.99, 532-532.","digestive","1","1"
"R13.0","Aphagia","532","Dysphagia","530-530.99, 532-532.","digestive","1","1"
"R13.13","Dysphagia, pharyngeal phase","532","Dysphagia","530-530.99, 532-532.","digestive","1","1"
"R13.11","Dysphagia, oral phase","532","Dysphagia","530-530.99, 532-532.","digestive","1","1"
"T45.1X1D","Poisoning by antineoplastic and immunosuppressive drugs, accidental (unintentional), subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.3X1D","Poisoning by enzymes, accidental (unintentional), subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T50.Z91A","Poisoning by other vaccines and biological substances, accidental (unintentional), initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.694","Poisoning by other fibrinolysis-affecting drugs, undetermined","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T50.A91A","Poisoning by other bacterial vaccines, accidental (unintentional), initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.624D","Poisoning by hemostatic drug, undetermined, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.602S","Poisoning by unspecified fibrinolysis-affecting drugs, intentional self-harm, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.2X3D","Poisoning by vitamins, assault, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.3X2D","Poisoning by enzymes, intentional self-harm, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.7X1A","Poisoning by anticoagulant antagonists, vitamin K and other coagulants, accidental (unintentional), initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.1X4","Poisoning by antineoplastic and immunosuppressive drugs, undetermined","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.0X3S","Poisoning by antiallergic and antiemetic drugs, assault, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.3X2A","Poisoning by enzymes, intentional self-harm, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.3X4","Poisoning by enzymes, undetermined","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.1X1A","Poisoning by antineoplastic and immunosuppressive drugs, accidental (unintentional), initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T50.A11A","Poisoning by pertussis vaccine, including combinations with a pertussis component, accidental (unintentional), initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.614S","Poisoning by thrombolytic drug, undetermined, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.7X2A","Poisoning by anticoagulant antagonists, vitamin K and other coagulants, intentional self-harm, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.623A","Poisoning by hemostatic drug, assault, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.2X2S","Poisoning by vitamins, intentional self-harm, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.3X2","Poisoning by enzymes, intentional self-harm","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.693S","Poisoning by other fibrinolysis-affecting drugs, assault, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.693D","Poisoning by other fibrinolysis-affecting drugs, assault, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.0X4","Poisoning by antiallergic and antiemetic drugs, undetermined","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.621A","Poisoning by hemostatic drug, accidental, init","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.94","Poisoning by unspecified primarily systemic and hematological agent, undetermined","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.2X1A","Poisoning by vitamins, accidental (unintentional), initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.623D","Poisoning by hemostatic drug, assault, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.95","Adverse effect of unspecified primarily systemic and hematological agent","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.1X3","Poisoning by antineoplastic and immunosuppressive drugs, assault","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T50.B91","Poisoning by other viral vaccines, accidental (unintentional)","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.1X2","Poisoning by antineoplastic and immunosuppressive drugs, intentional self-harm","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.3X4A","Poisoning by enzymes, undetermined, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.601D","Poisoning by unspecified fibrinolysis-affecting drugs, accidental (unintentional), subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.602D","Poisoning by unspecified fibrinolysis-affecting drugs, intentional self-harm, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.602A","Poisoning by unspecified fibrinolysis-affecting drugs, intentional self-harm, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.0X3D","Poisoning by antiallergic and antiemetic drugs, assault, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.7X4D","Poisoning by anticoagulant antagonists, vitamin K and other coagulants, undetermined, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.1X2S","Poisoning by antineoplastic and immunosuppressive drugs, intentional self-harm, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.0X4A","Poisoning by antiallergic and antiemetic drugs, undetermined, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T50.A11","Poisoning by pertussis vaccine, including combinations with a pertussis component, accidental (unintentional)","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.614","Poisoning by thrombolytic drug, undetermined","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.693","Poisoning by other fibrinolysis-affecting drugs, assault","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.601S","Poisoning by unspecified fibrinolysis-affecting drugs, accidental (unintentional), sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.612S","Poisoning by thrombolytic drug, self-harm, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.7X3A","Poisoning by anticoagulant antagonists, vitamin K and other coagulants, assault, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.612","Poisoning by thrombolytic drug, intentional self-harm","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.693A","Poisoning by other fibrinolysis-affecting drugs, assault, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.7X2","Poisoning by anticoagulant antagonists, vitamin K and other coagulants, intentional self-harm","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.3X1S","Poisoning by enzymes, accidental (unintentional), sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.624","Poisoning by hemostatic drug, undetermined","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T50.B11A","Poisoning by smallpox vaccines, accidental, init","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.1X4A","Poisoning by antineoplastic and immunosuppressive drugs, undetermined, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.621","Poisoning by hemostatic drug, accidental (unintentional)","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.0X1A","Poisoning by antiallergic and antiemetic drugs, accidental (unintentional), initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.602","Poisoning by unspecified fibrinolysis-affecting drugs, intentional self-harm","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.611A","Poisoning by thrombolytic drug, accidental (unintentional), initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.93","Poisoning by unspecified primarily systemic and hematological agent, assault","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.0X1D","Poisoning by antiallergic and antiemetic drugs, accidental (unintentional), subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.2X3","Poisoning by vitamins, assault","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.621S","Poisoning by hemostatic drug, accidental, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.0X3","Poisoning by antiallergic and antiemetic drugs, assault","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.622D","Poisoning by hemostatic drug, intentional self-harm, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.2X4S","Poisoning by vitamins, undetermined, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T50.B11","Poisoning by smallpox vaccines, accidental (unintentional)","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.2X1","Poisoning by vitamins, accidental (unintentional)","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.624S","Poisoning by hemostatic drug, undetermined, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.604","Poisoning by unspecified fibrinolysis-affecting drugs, undetermined","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.622A","Poisoning by hemostatic drug, intentional self-harm, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.3X1","Poisoning by enzymes, accidental (unintentional)","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.691A","Poisoning by other fibrinolysis-affecting drugs, accidental (unintentional), initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.7X2D","Poisoning by anticoagulant antagonists, vitamin K and other coagulants, intentional self-harm, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.691S","Poisoning by other fibrinolysis-affecting drugs, accidental (unintentional), sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.603A","Poisoning by unspecified fibrinolysis-affecting drugs, assault, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.691","Poisoning by other fibrinolysis-affecting drugs, accidental (unintentional)","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.611S","Poisoning by thrombolytic drug, accidental, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.0X2S","Poisoning by antiallergic and antiemetic drugs, intentional self-harm, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T50.A91","Poisoning by other bacterial vaccines, accidental (unintentional)","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.3X3S","Poisoning by enzymes, assault, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.604A","Poisoning by unspecified fibrinolysis-affecting drugs, undetermined, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.613D","Poisoning by thrombolytic drug, assault, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.3X4S","Poisoning by enzymes, undetermined, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.2X4","Poisoning by vitamins, undetermined","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.624A","Poisoning by hemostatic drug, undetermined, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.7X3S","Poisoning by anticoagulant antagonists, vitamin K and other coagulants, assault, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.692","Poisoning by other fibrinolysis-affecting drugs, intentional self-harm","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.2X3S","Poisoning by vitamins, assault, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.1X2D","Poisoning by antineoplastic and immunosuppressive drugs, intentional self-harm, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.692S","Poisoning by other fibrinolysis-affecting drugs, intentional self-harm, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.694S","Poisoning by other fibrinolysis-affecting drugs, undetermined, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.3X2S","Poisoning by enzymes, intentional self-harm, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.612A","Poisoning by thrombolytic drug, intentional self-harm, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.613","Poisoning by thrombolytic drug, assault","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.3X1A","Poisoning by enzymes, accidental (unintentional), initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.614A","Poisoning by thrombolytic drug, undetermined, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.7X6D","Undrdose of anticoag antagonist, vit K and oth coag, subs","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.604S","Poisoning by unspecified fibrinolysis-affecting drugs, undetermined, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.7X6S","Undrdose of anticoag antagonist, vit K and oth coag, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.7X4","Poisoning by anticoagulant antagonists, vitamin K and other coagulants, undetermined","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.691D","Poisoning by other fibrinolysis-affecting drugs, accidental (unintentional), subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T50.B91A","Poisoning by other viral vaccines, accidental (unintentional), initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.692D","Poisoning by other fibrinolysis-affecting drugs, intentional self-harm, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.692A","Poisoning by other fibrinolysis-affecting drugs, intentional self-harm, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.2X2D","Poisoning by vitamins, intentional self-harm, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.7X6A","Undrdose of anticoag antagonist, vit K and oth coag, init","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.7X1S","Poisoning by anticoagulant antagonists, vitamin K and other coagulants, accidental (unintentional), sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.7X4A","Poisoning by anticoagulant antagonists, vitamin K and other coagulants, undetermined, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.3X4D","Poisoning by enzymes, undetermined, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.1X1","Poisoning by antineoplastic and immunosuppressive drugs, accidental (unintentional)","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T50.Z11","Poisoning by immunoglobulin, accidental (unintentional)","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.694D","Poisoning by other fibrinolysis-affecting drugs, undetermined, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.623S","Poisoning by hemostatic drug, assault, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.2X1S","Poisoning by vitamins, accidental (unintentional), sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.0X1S","Poisoning by antiallergic and antiemetic drugs, accidental (unintentional), sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.0X2A","Poisoning by antiallergic and antiemetic drugs, intentional self-harm, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.0X3A","Poisoning by antiallergic and antiemetic drugs, assault, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T50.A21A","Poisoning by mixed bacterial vaccines without a pertussis component, accidental (unintentional), initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.622","Poisoning by hemostatic drug, intentional self-harm","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.603S","Poisoning by unspecified fibrinolysis-affecting drugs, assault, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.611","Poisoning by thrombolytic drug, accidental (unintentional)","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.2X2A","Poisoning by vitamins, intentional self-harm, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T50.A21","Poisoning by mixed bacterial vaccines without a pertussis component, accidental (unintentional)","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.3X3A","Poisoning by enzymes, assault, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.3X3","Poisoning by enzymes, assault","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.1X1S","Poisoning by antineoplastic and immunosuppressive drugs, accidental (unintentional), sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.601A","Poisoning by unspecified fibrinolysis-affecting drugs, accidental (unintentional), initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.621D","Poisoning by hemostatic drug, accidental, subs","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.2X2","Poisoning by vitamins, intentional self-harm","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.7X1D","Poisoning by anticoagulant antagonists, vitamin K and other coagulants, accidental (unintentional), subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.1X4S","Poisoning by antineoplastic and immunosuppressive drugs, undetermined, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.7X3D","Poisoning by anticoagulant antagonists, vitamin K and other coagulants, assault, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.7X2S","Poisoning by anticoagulant antagonists, vitamin K and other coagulants, intentional self-harm, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.613A","Poisoning by thrombolytic drug, assault, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.2X4D","Poisoning by vitamins, undetermined, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.694A","Poisoning by other fibrinolysis-affecting drugs, undetermined, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.603","Poisoning by unspecified fibrinolysis-affecting drugs, assault","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.614D","Poisoning by thrombolytic drug, undetermined, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.7X4S","Poisoning by anticoagulant antagonists, vitamin K and other coagulants, undetermined, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.1X2A","Poisoning by antineoplastic and immunosuppressive drugs, intentional self-harm, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.1X4D","Poisoning by antineoplastic and immunosuppressive drugs, undetermined, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.601","Poisoning by unspecified fibrinolysis-affecting drugs, accidental (unintentional)","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.0X1","Poisoning by antiallergic and antiemetic drugs, accidental (unintentional)","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.0X4S","Poisoning by antiallergic and antiemetic drugs, undetermined, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.603D","Poisoning by unspecified fibrinolysis-affecting drugs, assault, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.7X1","Poisoning by anticoagulant antagonists, vitamin K and other coagulants, accidental (unintentional)","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.1X3D","Poisoning by antineoplastic and immunosuppressive drugs, assault, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.0X4D","Poisoning by antiallergic and antiemetic drugs, undetermined, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T50.Z11A","Poisoning by immunoglobulin, accidental, init","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.91","Poisoning by unspecified primarily systemic and hematological agent, accidental (unintentional)","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.2X4A","Poisoning by vitamins, undetermined, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.623","Poisoning by hemostatic drug, assault","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T50.Z91","Poisoning by other vaccines and biological substances, accidental (unintentional)","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.604D","Poisoning by unspecified fibrinolysis-affecting drugs, undetermined, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.611D","Poisoning by thrombolytic drug, accidental, subs","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.1X3A","Poisoning by antineoplastic and immunosuppressive drugs, assault, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.2X3A","Poisoning by vitamins, assault, initial encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.613S","Poisoning by thrombolytic drug, assault, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.0X2D","Poisoning by antiallergic and antiemetic drugs, intentional self-harm, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.622S","Poisoning by hemostatic drug, intentional self-harm, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.0X2","Poisoning by antiallergic and antiemetic drugs, intentional self-harm","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.3X3D","Poisoning by enzymes, assault, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.612D","Poisoning by thrombolytic drug, intentional self-harm, subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.2X1D","Poisoning by vitamins, accidental (unintentional), subsequent encounter","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.1X3S","Poisoning by antineoplastic and immunosuppressive drugs, assault, sequela","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"T45.7X3","Poisoning by anticoagulant antagonists, vitamin K and other coagulants, assault","963","Poisoning by primarily systemic agents","960-979.99","injuries & poisonings","0","1"
"D02.0","Carcinoma in situ of larynx","149.4","Cancer of larynx","140-149.99, 210-210.","neoplasms","1","1"
"C32.8","Malignant neoplasm of overlapping sites of larynx","149.4","Cancer of larynx","140-149.99, 210-210.","neoplasms","1","1"
"C32.3","Malignant neoplasm of laryngeal cartilage","149.4","Cancer of larynx","140-149.99, 210-210.","neoplasms","1","1"
"C32.9","Malignant neoplasm of larynx, unspecified","149.4","Cancer of larynx","140-149.99, 210-210.","neoplasms","1","1"
"C32","Malignant neoplasm of larynx","149.4","Cancer of larynx","140-149.99, 210-210.","neoplasms","1","1"
"C32.1","Malignant neoplasm of supraglottis","149.4","Cancer of larynx","140-149.99, 210-210.","neoplasms","1","1"
"C32.2","Malignant neoplasm of subglottis","149.4","Cancer of larynx","140-149.99, 210-210.","neoplasms","1","1"
"C32.0","Malignant neoplasm of glottis","149.4","Cancer of larynx","140-149.99, 210-210.","neoplasms","1","1"
"R73.09","Other abnormal glucose","250.42","Other abnormal glucose","249-250.99","endocrine/metabolic","1","1"
"R73.9","Hyperglycemia, unspecified","250.42","Other abnormal glucose","249-250.99","endocrine/metabolic","1","1"
"R85","Abnormal findings in specimens from digestive organs and abdominal cavity","527","Diseases of the salivary glands","527-529.99","digestive","0","1"
"K11","Diseases of salivary glands","527","Diseases of the salivary glands","527-529.99","digestive","0","1"
"K11.0","Atrophy of salivary gland","527","Diseases of the salivary glands","527-529.99","digestive","0","1"
"K11.9","Disease of salivary gland, unspecified","527","Diseases of the salivary glands","527-529.99","digestive","0","1"
